timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
20/07/2017 21:47,39,330 /Gmg.Identity.Provider.FrontEnd.Web/Logout,200,OK,Thread Group 1-6,text,true,,2820,660,10,10,38,0,0
20/07/2017 21:47,39,LogOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-6,,true,,2820,660,10,10,38,0,0
20/07/2017 21:47,38,227 /Gmg.Identity.Provider.FrontEnd.Web/Login,200,OK,Thread Group 1-6,text,true,,3179,627,10,10,38,0,0
20/07/2017 21:47,38,URL,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-6,,true,,3179,627,10,10,38,0,0
20/07/2017 21:47,6983,53 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/querycustomerin1,200,OK,Thread Group 1-8,text,true,,37955,1011,10,10,6900,0,0
20/07/2017 21:47,7075,BuscarCliente,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-8,,true,,38333,1704,10,10,6992,3,42
20/07/2017 21:47,1206,75 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestextensionfo,200,OK,Thread Group 1-3,text,true,,4252,1345,10,10,1206,0,0
20/07/2017 21:47,1601,ListarSolicitudes,200,"Number of samples in transaction : 5, number of failing samples : 0",Thread Group 1-3,,true,,19172,3602,10,10,1601,3,112
20/07/2017 21:47,81,54 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryregisteredproductversion2,200,OK,Thread Group 1-8,,true,,378,707,10,10,81,0,41
20/07/2017 21:47,49,76 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestextensionfo,200,OK,Thread Group 1-3,,true,,378,708,10,10,49,0,0
20/07/2017 21:47,922,233 /Gmg.Identity.Provider.FrontEnd.Web/Login/ExecuteLogin?SiteId=D94F606AB0A04F499764957A453C7846,200,OK,Thread Group 1-6,text,true,,3299,856,10,10,922,0,0
20/07/2017 21:47,10,49 /gmg.identity.provider.frontend.web/,200,OK,Thread Group 1-6,text,true,,2504,735,10,10,9,0,5
20/07/2017 21:47,1381,77 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestextensionfo,200,OK,Thread Group 1-9,text,true,,4884,1422,10,10,1381,0,0
20/07/2017 21:47,1421,ListarSolicitudes.Siguiente,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-9,,true,,5262,2130,10,10,1421,0,0
20/07/2017 21:47,187,234 /portal-servicios/inicio.html,200,OK,Thread Group 1-6,text,true,,1865,7884,10,10,187,0,0
20/07/2017 21:47,1119,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-6,,true,,7668,9475,10,10,1118,1,5
20/07/2017 21:47,6052,296 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-10,text,true,,1560,68070,10,10,6052,0,0
20/07/2017 21:47,6147,SubirArchivo,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-10,,true,,1938,68776,10,10,6147,0,42
20/07/2017 21:47,69,330 /Gmg.Identity.Provider.FrontEnd.Web/Logout,200,OK,Thread Group 1-9,text,true,,2820,660,10,10,69,0,31
20/07/2017 21:47,69,LogOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-9,,true,,2820,660,10,10,69,0,31
20/07/2017 21:47,815,55 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryregisteredproductversion2,200,OK,Thread Group 1-8,text,true,,1395,1293,10,10,815,0,0
20/07/2017 21:47,896,SeleccionarCliente,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-8,,true,,1773,2000,10,10,896,2,41
20/07/2017 21:47,70,235 /portal-servicios/crear-ticket.html,200,OK,Thread Group 1-6,text,true,,4137,535,10,10,70,0,0
20/07/2017 21:47,80,168 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-10,,true,,378,706,10,10,80,0,37
20/07/2017 21:47,69,236 /portal-servicios/js/crear-tickets.js,200,OK,Thread Group 1-6,text,true,,5350,442,10,10,69,0,0
20/07/2017 21:47,44,227 /Gmg.Identity.Provider.FrontEnd.Web/Login,200,OK,Thread Group 1-9,text,true,,3179,627,10,10,44,0,0
20/07/2017 21:47,44,URL,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-9,,true,,3179,627,10,10,44,0,0
20/07/2017 21:47,40,56 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-8,,true,,378,700,10,10,40,0,0
20/07/2017 21:47,68,237 /common-resources/plugins/datatables/dataTables.bootstrap.css,200,OK,Thread Group 1-6,text,true,,2500,481,10,10,68,0,0
20/07/2017 21:47,70,239 /common-resources/plugins/datatables/extensions/Responsive/css/dataTables.responsive.css,200,OK,Thread Group 1-6,text,true,,974,508,10,10,70,0,0
20/07/2017 21:47,6624,53 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/querycustomerin1,200,OK,Thread Group 1-5,text,true,,32826,1011,10,10,6540,0,0
20/07/2017 21:47,6714,BuscarCliente,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,33204,1704,10,10,6630,2,44
20/07/2017 21:47,128,240 /common-resources/plugins/spinnerjs/jquery.babypaunch.spinner.min.js,200,OK,Thread Group 1-6,text,true,,1078,473,10,10,128,0,60
20/07/2017 21:47,68,238 /common-resources/js/bower_components/jquery-xml2json/src/xml2json.js,200,OK,Thread Group 1-6,text,true,,1509,474,10,10,68,0,0
20/07/2017 21:47,1203,77 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestextensionfo,200,OK,Thread Group 1-3,text,true,,3882,1422,10,10,1203,0,0
20/07/2017 21:47,1252,ListarSolicitudes.Siguiente,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,4260,2130,10,10,1252,1,0
20/07/2017 21:47,87,54 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryregisteredproductversion2,200,OK,Thread Group 1-5,,true,,378,707,10,10,87,0,43
20/07/2017 21:47,68,243 /common-resources/plugins/datatables/extensions/Responsive/js/dataTables.responsive.min.js,200,OK,Thread Group 1-6,text,true,,3340,495,10,10,68,0,0
20/07/2017 21:47,87,76 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestextensionfo,200,OK,Thread Group 1-3,,true,,378,708,10,10,87,0,42
20/07/2017 21:47,68,242 /common-resources/plugins/datatables/dataTables.bootstrap.min.js,200,OK,Thread Group 1-6,text,true,,1402,469,10,10,68,0,0
20/07/2017 21:47,375,241 /common-resources/plugins/datatables/jquery.dataTables.js,200,OK,Thread Group 1-6,text,true,,138096,462,10,10,77,0,0
20/07/2017 21:47,824,233 /Gmg.Identity.Provider.FrontEnd.Web/Login/ExecuteLogin?SiteId=D94F606AB0A04F499764957A453C7846,200,OK,Thread Group 1-9,text,true,,3294,856,10,10,824,0,0
20/07/2017 21:47,68,244 /common-resources/js/api.js,200,OK,Thread Group 1-6,text,true,,5622,516,10,10,68,0,0
20/07/2017 21:47,1052,Tickets,200,"Number of samples in transaction : 10, number of failing samples : 0",Thread Group 1-6,,true,,164008,4855,10,10,754,1,60
20/07/2017 21:47,7,49 /gmg.identity.provider.frontend.web/,200,OK,Thread Group 1-9,text,true,,2504,735,10,10,7,0,0
20/07/2017 21:47,78,254 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/querycustomerin1,200,OK,Thread Group 1-6,,true,,378,685,10,10,78,0,37
20/07/2017 21:47,714,55 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryregisteredproductversion2,200,OK,Thread Group 1-5,text,true,,1395,1293,10,10,714,0,0
20/07/2017 21:47,801,SeleccionarCliente,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,1773,2000,10,10,801,1,43
20/07/2017 21:47,242,234 /portal-servicios/inicio.html,200,OK,Thread Group 1-9,text,true,,1865,7876,10,10,242,0,70
20/07/2017 21:47,1073,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-9,,true,,7663,9467,10,10,1073,1,70
20/07/2017 21:47,44,56 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-5,,true,,378,700,10,10,44,0,0
20/07/2017 21:47,154,330 /Gmg.Identity.Provider.FrontEnd.Web/Logout,200,OK,Thread Group 1-9,text,true,,2820,660,10,10,154,0,0
20/07/2017 21:47,154,LogOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-9,,true,,2820,660,10,10,154,1,0
20/07/2017 21:47,42,227 /Gmg.Identity.Provider.FrontEnd.Web/Login,200,OK,Thread Group 1-9,text,true,,3179,627,10,10,42,0,0
20/07/2017 21:47,42,URL,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-9,,true,,3179,627,10,10,42,0,0
20/07/2017 21:47,1071,77 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestextensionfo,200,OK,Thread Group 1-3,text,true,,3854,1422,10,10,1071,0,0
20/07/2017 21:47,1158,ListarSolicitudes.Siguiente,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,4232,2130,10,10,1158,2,42
20/07/2017 21:47,46,76 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestextensionfo,200,OK,Thread Group 1-3,,true,,378,708,10,10,46,0,0
20/07/2017 21:47,6114,53 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/querycustomerin1,200,OK,Thread Group 1-2,text,true,,31626,1011,10,10,6038,0,0
20/07/2017 21:47,6195,BuscarCliente,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,32004,1704,10,10,6119,2,39
20/07/2017 21:47,88,54 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryregisteredproductversion2,200,OK,Thread Group 1-2,,true,,378,707,10,10,88,0,42
20/07/2017 21:47,945,233 /Gmg.Identity.Provider.FrontEnd.Web/Login/ExecuteLogin?SiteId=D94F606AB0A04F499764957A453C7846,200,OK,Thread Group 1-9,text,true,,3286,856,10,10,944,0,0
20/07/2017 21:47,9,49 /gmg.identity.provider.frontend.web/,200,OK,Thread Group 1-9,text,true,,2504,735,10,10,9,0,5
20/07/2017 21:47,1016,77 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestextensionfo,200,OK,Thread Group 1-3,text,true,,4884,1422,10,10,1016,0,0
20/07/2017 21:47,1062,ListarSolicitudes.Siguiente,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,5262,2130,10,10,1062,0,0
20/07/2017 21:47,12109,261 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-7,text,true,,1554,2615,10,10,12109,0,0
20/07/2017 21:47,12150,GuardarTicket,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-7,,true,,1932,3271,10,10,12150,1,0
20/07/2017 21:47,78,330 /Gmg.Identity.Provider.FrontEnd.Web/Logout,200,OK,Thread Group 1-3,text,true,,2820,660,10,10,78,0,26
20/07/2017 21:47,78,LogOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,2820,660,10,10,78,0,26
20/07/2017 21:47,43,227 /Gmg.Identity.Provider.FrontEnd.Web/Login,200,OK,Thread Group 1-3,text,true,,3179,627,10,10,43,0,0
20/07/2017 21:47,43,URL,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,3179,627,10,10,43,1,0
20/07/2017 21:47,743,55 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryregisteredproductversion2,200,OK,Thread Group 1-2,text,true,,1395,1292,10,10,743,0,0
20/07/2017 21:47,831,SeleccionarCliente,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,1773,1999,10,10,831,1,42
20/07/2017 21:47,44,56 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-2,,true,,378,700,10,10,44,0,0
20/07/2017 21:47,8888,296 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-4,text,true,,1560,68070,10,10,8888,0,0
20/07/2017 21:47,8975,SubirArchivo,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,1938,68776,10,10,8975,0,42
20/07/2017 21:47,494,262 /portal-servicios/ver-ticket.html,200,OK,Thread Group 1-7,text,true,,5041,491,10,10,494,0,60
20/07/2017 21:47,80,263 /portal-servicios/js/ver-ticket.js,200,OK,Thread Group 1-7,text,true,,7421,453,10,10,80,0,0
20/07/2017 21:47,87,168 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-4,,true,,378,706,10,10,87,0,42
20/07/2017 21:47,857,234 /portal-servicios/inicio.html,200,OK,Thread Group 1-9,text,true,,1865,7884,10,10,857,0,0
20/07/2017 21:47,1811,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-9,,true,,7655,9475,10,10,1810,1,5
20/07/2017 21:47,71,264 /common-resources/js/api.js,200,OK,Thread Group 1-7,text,true,,5622,530,10,10,71,0,0
20/07/2017 21:47,645,AceptarMensaje,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-7,,true,,18084,1474,10,10,645,0,60
20/07/2017 21:47,38,330 /Gmg.Identity.Provider.FrontEnd.Web/Logout,200,OK,Thread Group 1-9,text,true,,2820,660,10,10,38,0,0
20/07/2017 21:47,38,LogOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-9,,true,,2820,660,10,10,38,0,0
20/07/2017 21:47,92,295 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-7,,true,,378,706,10,10,92,0,42
20/07/2017 21:47,47,227 /Gmg.Identity.Provider.FrontEnd.Web/Login,200,OK,Thread Group 1-9,text,true,,3179,627,10,10,47,0,0
20/07/2017 21:47,47,URL,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-9,,true,,3179,627,10,10,47,0,0
20/07/2017 21:47,850,233 /Gmg.Identity.Provider.FrontEnd.Web/Login/ExecuteLogin?SiteId=D94F606AB0A04F499764957A453C7846,200,OK,Thread Group 1-3,text,true,,3291,856,10,10,850,0,0
20/07/2017 21:47,30,49 /gmg.identity.provider.frontend.web/,200,OK,Thread Group 1-3,text,true,,2504,735,10,10,29,0,0
20/07/2017 21:47,6452,296 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-1,text,true,,1559,68070,10,10,6452,0,0
20/07/2017 21:47,6532,SubirArchivo,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,1937,68776,10,10,6532,0,38
20/07/2017 21:47,230,234 /portal-servicios/inicio.html,200,OK,Thread Group 1-3,text,true,,1865,7880,10,10,230,0,60
20/07/2017 21:47,1110,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-3,,true,,7660,9471,10,10,1109,0,60
20/07/2017 21:47,87,168 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-1,,true,,378,706,10,10,87,0,43
20/07/2017 21:47,49,330 /Gmg.Identity.Provider.FrontEnd.Web/Logout,200,OK,Thread Group 1-3,text,true,,2820,660,10,10,49,0,0
20/07/2017 21:47,49,LogOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,2820,660,10,10,49,0,0
20/07/2017 21:47,45,227 /Gmg.Identity.Provider.FrontEnd.Web/Login,200,OK,Thread Group 1-3,text,true,,3179,627,10,10,45,0,0
20/07/2017 21:47,45,URL,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,3179,627,10,10,45,0,0
20/07/2017 21:47,866,233 /Gmg.Identity.Provider.FrontEnd.Web/Login/ExecuteLogin?SiteId=D94F606AB0A04F499764957A453C7846,200,OK,Thread Group 1-9,text,true,,3294,856,10,10,866,0,0
20/07/2017 21:47,29,49 /gmg.identity.provider.frontend.web/,200,OK,Thread Group 1-9,text,true,,2504,735,10,10,28,0,24
20/07/2017 21:47,238,234 /portal-servicios/inicio.html,200,OK,Thread Group 1-9,text,true,,1865,7876,10,10,238,0,60
20/07/2017 21:47,1133,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-9,,true,,7663,9467,10,10,1132,2,84
20/07/2017 21:47,75,235 /portal-servicios/crear-ticket.html,200,OK,Thread Group 1-9,text,true,,4137,535,10,10,75,0,0
20/07/2017 21:47,76,236 /portal-servicios/js/crear-tickets.js,200,OK,Thread Group 1-9,text,true,,5350,442,10,10,76,0,0
20/07/2017 21:47,72,237 /common-resources/plugins/datatables/dataTables.bootstrap.css,200,OK,Thread Group 1-9,text,true,,2500,481,10,10,72,0,0
20/07/2017 21:47,70,239 /common-resources/plugins/datatables/extensions/Responsive/css/dataTables.responsive.css,200,OK,Thread Group 1-9,text,true,,974,508,10,10,70,0,0
20/07/2017 21:47,887,233 /Gmg.Identity.Provider.FrontEnd.Web/Login/ExecuteLogin?SiteId=D94F606AB0A04F499764957A453C7846,200,OK,Thread Group 1-3,text,true,,3290,856,10,10,887,0,0
20/07/2017 21:47,11,49 /gmg.identity.provider.frontend.web/,200,OK,Thread Group 1-3,text,true,,2504,735,10,10,11,0,7
20/07/2017 21:47,69,240 /common-resources/plugins/spinnerjs/jquery.babypaunch.spinner.min.js,200,OK,Thread Group 1-9,text,true,,1078,473,10,10,69,0,0
20/07/2017 21:47,70,238 /common-resources/js/bower_components/jquery-xml2json/src/xml2json.js,200,OK,Thread Group 1-9,text,true,,1509,474,10,10,70,0,0
20/07/2017 21:47,180,234 /portal-servicios/inicio.html,200,OK,Thread Group 1-3,text,true,,1865,7868,10,10,180,0,0
20/07/2017 21:47,1078,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-3,,true,,7659,9459,10,10,1078,2,7
20/07/2017 21:47,70,243 /common-resources/plugins/datatables/extensions/Responsive/js/dataTables.responsive.min.js,200,OK,Thread Group 1-9,text,true,,3340,495,10,10,70,0,0
20/07/2017 21:47,68,242 /common-resources/plugins/datatables/dataTables.bootstrap.min.js,200,OK,Thread Group 1-9,text,true,,1402,469,10,10,68,0,0
20/07/2017 21:47,45,330 /Gmg.Identity.Provider.FrontEnd.Web/Logout,200,OK,Thread Group 1-3,text,true,,2820,660,10,10,45,0,0
20/07/2017 21:47,45,LogOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,2820,660,10,10,45,0,0
20/07/2017 21:47,47,227 /Gmg.Identity.Provider.FrontEnd.Web/Login,200,OK,Thread Group 1-3,text,true,,3179,627,10,10,47,0,0
20/07/2017 21:47,47,URL,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,3179,627,10,10,47,0,0
20/07/2017 21:47,382,241 /common-resources/plugins/datatables/jquery.dataTables.js,200,OK,Thread Group 1-9,text,true,,138024,462,10,10,77,0,0
20/07/2017 21:47,70,244 /common-resources/js/api.js,200,OK,Thread Group 1-9,text,true,,5622,516,10,10,70,0,0
20/07/2017 21:47,1022,Tickets,200,"Number of samples in transaction : 10, number of failing samples : 0",Thread Group 1-9,,true,,163936,4855,10,10,717,3,0
20/07/2017 21:47,81,254 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/querycustomerin1,200,OK,Thread Group 1-9,,true,,378,685,10,10,81,0,41
20/07/2017 21:47,857,233 /Gmg.Identity.Provider.FrontEnd.Web/Login/ExecuteLogin?SiteId=D94F606AB0A04F499764957A453C7846,200,OK,Thread Group 1-3,text,true,,3299,856,10,10,857,0,0
20/07/2017 21:47,4,49 /gmg.identity.provider.frontend.web/,200,OK,Thread Group 1-3,text,true,,2504,735,10,10,4,0,0
20/07/2017 21:47,233,234 /portal-servicios/inicio.html,200,OK,Thread Group 1-3,text,true,,1865,7872,10,10,232,0,61
20/07/2017 21:47,1094,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-3,,true,,7668,9463,10,10,1093,1,61
20/07/2017 21:47,41,330 /Gmg.Identity.Provider.FrontEnd.Web/Logout,200,OK,Thread Group 1-3,text,true,,2820,660,10,10,41,0,0
20/07/2017 21:47,41,LogOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,2820,660,10,10,41,1,0
20/07/2017 21:47,40,227 /Gmg.Identity.Provider.FrontEnd.Web/Login,200,OK,Thread Group 1-3,text,true,,3179,627,10,10,40,0,0
20/07/2017 21:47,40,URL,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,3179,627,10,10,40,1,0
20/07/2017 21:47,7364,169 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-10,text,true,,1560,1163,10,10,7364,0,0
20/07/2017 21:47,7444,ComentarSeguimiento,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-10,,true,,1938,1869,10,10,7444,2,37
20/07/2017 21:47,132,297 /portal-servicios/listar-tickets.html,200,OK,Thread Group 1-10,text,true,,2529,543,10,10,132,0,60
20/07/2017 21:47,69,298 /portal-servicios/js/natural.js,200,OK,Thread Group 1-10,text,true,,1559,438,10,10,69,0,0
20/07/2017 21:47,68,299 /portal-servicios/js/date-dd-MMM-YYYY.js,200,OK,Thread Group 1-10,text,true,,1291,447,10,10,68,0,0
20/07/2017 21:47,74,300 /portal-servicios/js/listar-tickets.js,200,OK,Thread Group 1-10,text,true,,4307,445,10,10,74,0,0
20/07/2017 21:47,69,301 /common-resources/js/api.js,200,OK,Thread Group 1-10,text,true,,5622,518,10,10,69,0,0
20/07/2017 21:47,6854,255 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/querycustomerin1,200,OK,Thread Group 1-6,text,true,,36630,1003,10,10,6778,0,0
20/07/2017 21:47,6932,BuscarCliente,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-6,,true,,37008,1688,10,10,6856,1,37
20/07/2017 21:47,88,302 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestextensionfo,200,OK,Thread Group 1-10,,true,,378,701,10,10,88,0,42
20/07/2017 21:47,847,233 /Gmg.Identity.Provider.FrontEnd.Web/Login/ExecuteLogin?SiteId=D94F606AB0A04F499764957A453C7846,200,OK,Thread Group 1-3,text,true,,3298,856,10,10,847,0,0
20/07/2017 21:47,33,49 /gmg.identity.provider.frontend.web/,200,OK,Thread Group 1-3,text,true,,2504,735,10,10,33,0,24
20/07/2017 21:47,88,256 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryregisteredproductversion2,200,OK,Thread Group 1-6,,true,,378,699,10,10,88,0,43
20/07/2017 21:47,193,234 /portal-servicios/inicio.html,200,OK,Thread Group 1-3,text,true,,1865,7886,10,10,193,0,0
20/07/2017 21:47,1073,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-3,,true,,7667,9477,10,10,1073,3,24
20/07/2017 21:47,46,330 /Gmg.Identity.Provider.FrontEnd.Web/Logout,200,OK,Thread Group 1-3,text,true,,2820,660,10,10,46,0,0
20/07/2017 21:47,46,LogOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,2820,660,10,10,46,1,0
20/07/2017 21:47,43,227 /Gmg.Identity.Provider.FrontEnd.Web/Login,200,OK,Thread Group 1-3,text,true,,3179,627,10,10,43,0,0
20/07/2017 21:47,43,URL,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,3179,627,10,10,43,0,0
20/07/2017 21:47,691,257 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryregisteredproductversion2,200,OK,Thread Group 1-6,text,true,,1395,1283,10,10,691,0,0
20/07/2017 21:47,779,SeleccionarCliente,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-6,,true,,1773,1982,10,10,779,0,43
20/07/2017 21:47,7577,57 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-5,text,true,,1627,2861,10,10,7577,0,0
20/07/2017 21:47,7621,GuardarOrden,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,2005,3561,10,10,7621,1,0
20/07/2017 21:47,45,260 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-6,,true,,378,656,10,10,45,0,0
20/07/2017 21:47,158,58 /portal-servicios/ver-orden-servicio.html,200,OK,Thread Group 1-5,text,true,,7802,507,10,10,157,0,73
20/07/2017 21:47,1161,303 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestextensionfo,200,OK,Thread Group 1-10,text,true,,2963,1338,10,10,1160,0,0
20/07/2017 21:47,1661,ListarTickets,200,"Number of samples in transaction : 7, number of failing samples : 0",Thread Group 1-10,,true,,18649,4430,10,10,1660,1,102
20/07/2017 21:47,81,59 /portal-servicios/js/ver-orden-servicio.js,200,OK,Thread Group 1-5,text,true,,10798,469,10,10,81,0,0
20/07/2017 21:47,88,61 /common-resources/js/api.js,200,OK,Thread Group 1-5,text,true,,5622,538,10,10,88,0,0
20/07/2017 21:47,45,182 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestextensionfo,200,OK,Thread Group 1-10,,true,,378,701,10,10,45,0,0
20/07/2017 21:47,801,233 /Gmg.Identity.Provider.FrontEnd.Web/Login/ExecuteLogin?SiteId=D94F606AB0A04F499764957A453C7846,200,OK,Thread Group 1-3,text,true,,3293,856,10,10,801,0,0
20/07/2017 21:47,5,49 /gmg.identity.provider.frontend.web/,200,OK,Thread Group 1-3,text,true,,2504,735,10,10,5,0,0
20/07/2017 21:47,91,62 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestin,200,OK,Thread Group 1-5,,true,,378,712,10,10,91,0,42
20/07/2017 21:47,45,63 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/queryservicerequestin,200,OK,Thread Group 1-5,,true,,378,712,10,10,45,0,0
20/07/2017 21:47,239,234 /portal-servicios/inicio.html,200,OK,Thread Group 1-3,text,true,,1865,7878,10,10,239,0,70
20/07/2017 21:47,1045,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-3,,true,,7662,9469,10,10,1045,0,70
20/07/2017 21:47,5990,296 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-7,text,true,,1559,68070,10,10,5990,0,0
20/07/2017 21:47,6083,SubirArchivo,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-7,,true,,1937,68776,10,10,6082,0,42
20/07/2017 21:47,82,235 /portal-servicios/crear-ticket.html,200,OK,Thread Group 1-3,text,true,,4137,535,10,10,82,0,0
20/07/2017 21:47,86,168 /my322199.crm.ondemand.com:443/sap/bc/srt/scs/sap/manageservicerequestin1,200,OK,Thread Group 1-7,,true,,378,706,10,10,86,0,39
20/07/2017 21:47,79,236 /portal-servicios/js/crear-tickets.js,200,OK,Thread Group 1-3,text,true,,5350,442,10,10,79,0,0
